id,year,majortopic,subtopic,description,filter_eu,var2,var3,var5,day,month,var15,var17,var18,var98_questionname,calendar_year,var14
246,2000,17,1707,Om reklamer på TVDanmark 2,0,38,3847,21,20,2,,1707,1707,,2001,2/20/2001
244,2000,23,2300,Om midler på finansloven til fejring af H.C. Andersens 200 års fødeslsdag,0,38,3846,21,20,2,,2300,609,,2001,2/20/2001
242,2000,6,607,Om dækning af kommunismen i den store danske encyklopædi,0,38,3848,21,20,2,,607,607,,2001,2/20/2001
243,2000,12,1208,Om internetfiltre i computere på biblioteker,0,38,3845,21,20,2,,1208,1208,,2001,2/20/2001
260,2000,19,1905,Om fattigdomsflygtninge og konventionsændringer,0,38,3851,29,27,2,,1905,1905,,2001,2/27/2001
255,2000,19,1905,Om u-landsbistand og flygtninge,0,38,3849,29,27,2,,1905,1905,,2001,2/27/2001
256,2000,9,900,Om EU og flygtninge,1,38,3853,29,27,2,,900,230,,2001,2/27/2001
257,2000,19,1905,Om konference om fattigdomsflygninge,0,38,3852,29,27,2,,1905,1905,,2001,2/27/2001
258,2000,19,1905,Om fattigdomsflygtninge og konventionsændringer,0,38,3850,29,27,2,,1905,1905,,2001,2/27/2001
226,2000,8,801,Om afvikling af a-kraft reaktor på Risø,0,38,3858,28,13,3,,801,801,,2001,3/13/2001
220,2000,19,1910,Om Europakommisionen og forvaltninskommissioner,1,38,3856,16,13,3,,1910,1910,,2001,3/13/2001
221,2000,4,405,Om mund- og klovsyge og grænsekontrol,0,38,3855,16,13,3,,405,405,,2001,3/13/2001
225,2000,17,1798,Om forskningsmidler,0,38,3859,28,13,3,,1798,1798,,2001,3/13/2001
223,2000,4,402,Om Eu's markedsordninger for landsbrugsvarer,1,38,3857,16,13,3,,402,402,,2001,3/13/2001
222,2000,4,400,Om sagspuklen i Direktoratet for fødevareErhverv,0,38,3854,16,13,3,,400,400,,2001,3/13/2001
285,2000,19,1921,Om dansk visum til premierministeren i Taiwan,0,38,3862,2,20,3,,1907,1907,,2001,3/20/2001
284,2000,19,1926,Om sanktioner mod Irak,0,38,3863,2,20,3,,1926,1926,,2001,3/20/2001
282,2000,19,1905,Om TRIPs aftalen og AIDS medicin,0,38,3861,2,20,3,,1905,1905,,2001,3/20/2001
283,2000,19,1905,Om TRIPS-aftalen og AIDS-medicin,0,38,3860,2,20,3,,1905,1905,,2001,3/20/2001
253,2000,8,806,Om sanering af mindre vindmøller,0,38,3867,9,27,3,,806,806,,2001,3/27/2001
250,2000,7,711,Om VVM vurderinger og landbrug,0,38,3865,9,27,3,,407,407,,2001,3/27/2001
254,2000,15,1524,Om campingreglementet,0,38,3866,9,27,3,,1524,1524,,2001,3/27/2001
251,2000,7,711,Om Cheminova,0,38,3864,9,27,3,,711,711,,2001,3/27/2001
229,2000,4,400,Om sagsbehandlingen i Direktoratet for FødevareErhverv,0,38,3870,6,3,4,,400,400,,2001,4/3/2001
233,2000,2,201,Om brandattenter i Albertslund,0,38,3869,6,3,4,,201,201,,2001,4/3/2001
232,2000,12,1210,Om straf for overførelse af HIV smitte,0,38,3868,6,3,4,,1210,1210,,2001,4/3/2001
237,2000,12,1205,Om fangeflugt fra fængslerne,0,38,3871,6,3,4,,1205,1205,,2001,4/3/2001
263,2000,1,107,Om retsksikkerged på skatteområdet,0,38,3872,23,3,4,,107,107,,2001,4/3/2001
273,2000,3,300,Om behandling i sundhedsvæsenet,0,38,3879,14,17,4,,300,300,,2001,4/17/2001
281,2000,10,1002,Om dæmningen til Rømø,0,38,3873,18,17,4,,1002,1002,,2001,4/17/2001
271,2000,3,334,Om ældre patienter på hospitalerne,0,38,3878,14,17,4,,334,334,,2001,4/17/2001
279,2000,3,322,Om ventetid for kirugiske patintere,0,38,3876,14,17,4,,322,327,,2001,4/17/2001
280,2000,10,1002,Om dementer bilister,0,38,3874,18,17,4,,1002,1006,,2001,4/17/2001
276,2000,3,324,Om fejl i sundhedsvæsenet,0,38,3877,14,17,4,,324,324,,2001,4/17/2001
272,2000,3,334,Om ældre patinter på sygehusene,0,38,3875,14,17,4,,334,334,,2001,4/17/2001
288,2000,6,603,Om to-sprogede skolelever,0,38,3880,15,24,4,,603,603,,2001,4/24/2001
215,2000,18,1806,Om dansk erhvervslivs konkurrencevne,0,38,3881,12,24,4,,1806,1806,,2001,4/24/2001
245,2000,23,2300,Om forhandlingerne om et ny skuespilhus,0,38,3882,21,15,5,,2300,609,,2001,5/15/2001
247,2000,18,1803,Om dansk musikeksport,0,38,3883,21,15,5,,1803,1803,,2001,5/15/2001
292,2000,13,1308,Om forlængelse af barselsorloven,0,38,3884,13,22,5,,1308,1308,,2001,5/22/2001
291,2000,13,1308,Om forlængelse af barselsorloven,0,38,3885,13,22,5,,1308,1308,,2001,5/22/2001
293,2000,1,107,Om omlægning af bruttoskatten,0,38,3888,13,22,5,,107,107,,2001,5/22/2001
294,2000,1,100,Om konsekvenserne af et nej til Euroen,1,38,3886,13,22,5,,100,100,,2001,5/22/2001
295,2000,1,105,Om væksten i det offentlige forbrug,0,38,3887,13,22,5,,105,105,,2001,5/22/2001
299,2001,19,1921,Om Nordalliancen i Afghanistan,0,39,3904,8,9,10,,1920,1920,,2001,10/9/2001
297,2001,19,1927,Dansk bidrag til USA's kamp mod terrorisme,0,39,3902,8,9,10,,1927,1927,,2001,10/9/2001
296,2001,16,1611,Om sikring af våbendepoter,0,39,3901,8,9,10,,1611,1611,,2001,10/9/2001
298,2001,19,1927,Om nye medlemmer af koalitione mod terrorisme,0,39,3903,8,9,10,,1927,1927,,2001,10/9/2001
303,2001,3,302,Om karantæne i sundhedsvæsenet for studerende der vender hjem efter mere end 6. måneders studier i udlandet,0,39,3907,14,23,10,,302,302,,2001,10/23/2001
302,2001,3,322,Om ventetiden for kirugiske patienter,0,39,3906,14,23,10,,322,327,,2001,10/23/2001
301,2001,9,900,Om brugen af flygtninge- og indvandrebørn som tolke i forbindelse med toturoffre,0,39,3905,14,23,10,,900,230,,2001,10/23/2001
304,2001,3,331,Om vaccine mod kopper,0,39,3908,14,23,10,,331,331,,2001,10/23/2001
326,2001,9,900,Om frihedsberøvelse af flygtninge på tålt ophold,0,40,4001,6,11,12,,900,230,,2001,12/11/2001
318,2001,3,302,Om kommuner og sygeforsikringer,0,40,4007,7,11,12,,302,302,,2001,12/11/2001
313,2001,16,1600,Om bevillinger til forsvaret,0,40,4004,8,11,12,,1600,1600,,2001,12/11/2001
317,2001,3,302,Om kommuner og sygeforsikringer,0,40,4006,7,11,12,,302,302,,2001,12/11/2001
316,2001,20,2001,Om kommunernes økonomi.,0,40,4005,7,11,12,,2001,2001,,2001,12/11/2001
328,2001,12,1210,Om resocialisering af kriminelle,0,40,4003,6,11,12,,1210,1210,,2001,12/11/2001
327,2001,9,900,Om den kriminelle lavalder,0,40,4002,6,11,12,,900,230,,2001,12/11/2001
345,2001,19,1910,Om det europæiske konvent,1,40,4008,1,8,1,,1910,1910,,2002,1/8/2002
347,2001,6,604,Om erhvervsskolerne,0,40,4011,1,8,1,,604,604,,2002,1/8/2002
348,2001,20,2000,"Om ændring af nævn, råd og institutioner",0,40,4012,1,8,1,,2000,2000,,2002,1/8/2002
346,2001,19,1901,"Om miljø-, freds- og stabilitetsrammen",0,40,4010,1,8,1,,1901,1901,,2002,1/8/2002
522,2001,20,2012,Om regeringens politiske udspil,0,40,4009,1,8,1,,2012,2012,,2002,1/8/2002
306,2001,5,502,Om besparelser på aktivering af ledige,0,40,4017,4,15,1,,502,502,,2002,1/15/2002
379,2001,10,1002,Om en motortrafikvej mellem Herning og Vejle,0,40,4015,13,15,1,,1002,1002,,2002,1/15/2002
308,2001,5,502,Om aktivering af ledige,0,40,4019,4,15,1,,502,502,,2002,1/15/2002
307,2001,5,501,Om udbygning af Bedriftssundhedst,0,40,4018,4,15,1,,501,501,,2002,1/15/2002
305,2001,1,107,Om et beskæftigelsesfradrag,0,40,4016,4,15,1,,107,107,,2002,1/15/2002
378,2001,14,1403,Om fjernelse af barrierer i Øresundsregionen,0,40,4014,13,15,1,,1403,1403,,2002,1/15/2002
330,2001,2,207,Om gravpladser for muslimer,0,40,4020,11,15,1,,207,207,,2002,1/15/2002
523,2001,1,107,Om forenkling af skattesystemet,0,40,4013,23,15,1,,107,107,,2002,1/15/2002
351,2001,9,900,Om regeringens udspil til ny udlændingepolitik,0,40,4023,1,22,1,,900,230,,2002,1/22/2002
525,2001,19,1921,Om fanger fra Afghanistane på Cuba,0,40,4025,2,22,1,,1916,1916,,2002,1/22/2002
322,2001,9,900,Om de facto-flygtningebegrebet,0,40,4026,32,22,1,,900,230,,2002,1/22/2002
524,2001,19,1921,Om fanger  fra Afganistan på Guantanamobasen,0,40,4024,2,22,1,,1916,1916,,2002,1/22/2002
349,2001,17,1798,Om Det Danske Center for Menneskerettigheder,0,40,4021,1,22,1,,1798,1798,,2002,1/22/2002
350,2001,1,107,Om Venstres løfte om skattestop og statsministerens tilstedeværelse i spørgetiden,0,40,4022,1,22,1,,107,107,,2002,1/22/2002
352,2001,20,2012,Om særlige rådgivere for ministrene,0,40,4027,1,29,1,,2012,2012,,2002,1/29/2002
353,2001,19,1901,Om Danmarks ulandsbistand,0,40,4028,1,29,1,,1901,1901,,2002,1/29/2002
323,2001,9,900,Om Birthe Rønn Hornbechs udtalelser om indvandring,0,40,4032,32,29,1,,900,230,,2002,1/29/2002
381,2001,8,806,Om havvindmølleparker,0,40,4031,13,29,1,,806,806,,2002,1/29/2002
324,2001,9,900,"Om antallet af udlændinge, der kommer til landet",0,40,4033,32,29,1,,900,230,,2002,1/29/2002
354,2001,1,107,Om skattestoppet,0,40,4029,1,29,1,,107,107,,2002,1/29/2002
380,2001,18,1806,Om konkurrenceevnepakken,0,40,4030,13,29,1,,1806,1806,,2002,1/29/2002
357,2001,6,600,Om tilskud til handelsskolerne,0,40,4036,1,5,2,,600,600,,2002,2/5/2002
311,2001,6,600,Om tilskud til handelsskolerne,0,40,4039,3,5,2,,600,600,,2002,2/5/2002
355,2001,6,600,Om tilskud til handelsskolerne,0,40,4034,1,5,2,,600,600,,2002,2/5/2002
309,2001,19,1901,Om besparelser på udviklingsbistanden og miljøb,0,40,4037,3,5,2,,1901,1901,,2002,2/5/2002
310,2001,6,600,Om besparelser på uddannelsesinstitutioner,0,40,4038,3,5,2,,600,600,,2002,2/5/2002
356,2001,6,600,Om tilskud til handelsskolerne,0,40,4035,1,5,2,,600,600,,2002,2/5/2002
320,2001,20,2001,Om indenrigsministerens syn på Farum Kommune,0,40,4044,7,19,2,,2016,2016,,2002,2/19/2002
359,2001,20,2001,Om statsministerens syn på Farum Kommune,0,40,4041,1,19,2,,2016,2016,,2002,2/19/2002
360,2001,20,2001,Om statsministeren og Peter Brixtofte,0,40,4042,1,19,2,,2016,2016,,2002,2/19/2002
321,2001,20,2012,Om en klage over folketingsvalget,0,40,4045,7,19,2,,2012,2012,,2002,2/19/2002
358,2001,20,2001,Om forvaltningsgange i Farum Kommune,0,40,4040,1,19,2,,2016,2016,,2002,2/19/2002
319,2001,20,2001,Om Farum Kommunes deponeringsforpligtelser,0,40,4043,7,19,2,,2016,2016,,2002,2/19/2002
337,2001,7,798,Om udpegning af Bjørn Lomborg til direktør for Institut for Miljøvurdering,0,40,4052,9,26,2,,798,798,,2002,2/26/2002
331,2001,23,2300,Om kulturstøtte,0,40,4049,21,26,2,,2300,609,,2002,2/26/2002
384,2001,14,1400,Om boligbyggeri skove,0,40,4048,13,26,2,,712,712,,2002,2/26/2002
382,2001,15,1502,Om registrering af ejeskab af aktier og anparter,0,40,4046,13,26,2,,1502,1502,,2002,2/26/2002
336,2001,7,798,Om udpegning af Bjørn Lombog til direktør for Insttitut for miljøvurdering,0,40,4051,9,26,2,,798,798,,2002,2/26/2002
332,2001,23,2300,Om besparelser på kulturstøtten,0,40,4050,21,26,2,,2300,609,,2002,2/26/2002
383,2001,15,1500,Om regeringens erhvervspolitik,0,40,4047,13,26,2,,1500,1500,,2002,2/26/2002
325,2001,9,900,Om integration via arbejdsmarkedet.,0,40,4054,32,13,3,,900,230,,2002,3/13/2002
314,2001,16,1602,Om USA's tærskel for anvendelse af atomvåben,0,40,4053,8,13,3,,1602,1602,,2002,3/13/2002
361,2001,20,2001,Om fremrykning af betalingsfrist for kommunale skatter og afgifter i relation til skattestoppet,0,40,4055,1,2,4,,2016,2016,,2002,4/2/2002
526,2001,19,1921,Om regeringens tiltag i forbindelse med udviklingen i Mellemøsten,0,40,4056,2,2,4,,1920,1920,,2002,4/2/2002
528,2001,19,1929,Om lukning af den danske ambassadei Ukraine,0,40,4058,2,2,4,,1929,1929,,2002,4/2/2002
527,2001,19,1921,Om udviklingen i Mellemøsten,0,40,4057,2,2,4,,1920,1920,,2002,4/2/2002
363,2001,17,1707,Om en ændring af presselovens straffebestemmelser,0,40,4060,1,9,4,,1707,1707,,2002,4/9/2002
362,2001,19,1927,"Om, hvornår det er blevet den danske holdning, at PKK skal betragtes som en terrororganisation",0,40,4059,1,9,4,,1927,1927,,2002,4/9/2002
364,2001,2,207,Om muslimsk opfordring til hellig krig er en trussel mod landet,0,40,4061,1,9,4,,207,207,,2002,4/9/2002
529,2001,19,1921,Om den skærpede tone i forhold til Israel får konsekvenser,0,40,4062,2,9,4,,1920,1920,,2002,4/9/2002
373,2001,18,1800,Om ministerens fravær ved høring om transportforskning,0,40,4063,18,16,4,,1800,1800,,2002,4/16/2002
377,2001,6,604,Om praktikpladser og uddannelsesaftaler,0,40,4067,15,16,4,,604,604,,2002,4/16/2002
374,2001,10,1001,Om skinnebåren kollektiv trafik i de store byer i provinsen.,0,40,4064,18,16,4,,1001,1001,,2002,4/16/2002
376,2001,5,502,Om brugerbetaling for arbejdsmarkedsuddannelsernes efteruddannelseskurser,0,40,4066,15,16,4,,502,502,,2002,4/16/2002
375,2001,6,602,Om folkeskoleforliget,0,40,4065,15,16,4,,602,602,,2002,4/16/2002
389,2001,15,1501,Om EF-direktiv om gebyr ved bankers beløbsoverførsel på tværs af landegrænser,1,40,4074,13,23,4,,1501,1501,,2002,4/23/2002
338,2001,13,1303,Om kommunernes tildeling af personlige tillæg til pensionister,0,40,4068,5,23,4,,1303,1303,,2002,4/23/2002
387,2001,1,107,Om nedsættelse af skatten på arbejde,0,40,4072,13,23,4,,107,107,,2002,4/23/2002
385,2001,14,1406,Om at få gang i det almene nybyggeri,0,40,4070,13,23,4,,1406,1406,,2002,4/23/2002
339,2001,9,900,"Om en landsdækkende undersøgelse af, om socialrådgiverne følger lovene",0,40,4069,5,23,4,,900,230,,2002,4/23/2002
388,2001,15,1504,Om dankortgebyr,0,40,4073,13,23,4,,1504,1504,,2002,4/23/2002
386,2001,1,107,Om skattelettelser,0,40,4071,13,23,4,,107,107,,2002,4/23/2002
366,2001,19,1901,Om besparelser på Øststøtten,0,40,4076,1,30,4,,1901,1901,,2002,4/30/2002
369,2001,19,1901,Om beskæring af Øststøtten,0,40,4079,1,30,4,,1901,1901,,2002,4/30/2002
368,2001,19,1901,Om besparelser på Øststøtten,0,40,4078,1,30,4,,1901,1901,,2002,4/30/2002
312,2001,20,2001,Om udbetaling af aftalte 500 mio. kr. til landets kommuner,0,40,4081,3,30,4,,2001,2001,,2002,4/30/2002
367,2001,17,1707,"Om, at Danmarks Radio sender en muslimsk gudstjeneste",0,40,4077,1,30,4,,1707,1707,,2002,4/30/2002
370,2001,4,408,Om Europa-Kommissionens fiskeripolitik,1,40,4080,1,30,4,,408,408,,2002,4/30/2002
365,2001,19,1901,Om besparelser på Øststøtten,0,40,4075,1,30,4,,1901,1901,,2002,4/30/2002
371,2001,20,2011,Om statsministerens tillid til forsvarsministeren,0,40,4082,1,7,5,,2011,2011,,2002,5/7/2002
315,2001,16,1600,Om værnepligtige hære,0,40,4087,8,14,5,,1600,1600,,2002,5/14/2002
335,2001,17,1707,Om udpegning af medlemmer til Danmarks Radios bestyrelse,0,40,4086,21,14,5,,1707,1707,,2002,5/14/2002
333,2001,17,1707,Om lytter- og seerdialog i den nye medieaftale,0,40,4084,21,14,5,,1707,1707,,2002,5/14/2002
372,2001,1,107,Om finansiering af en sænkning af skatten på arbejdsindkomst,0,40,4083,1,14,5,,107,107,,2002,5/14/2002
334,2001,17,1707,Om privatisering af TV 2,0,40,4085,21,14,5,,1707,1707,,2002,5/14/2002
343,2001,2,202,Om ligestillingsmæssige konsekvenser af omlægning af Den Særlige Pensionsopsparing,0,40,4092,5,28,5,,202,202,,2002,5/28/2002
344,2001,2,202,Om uligheder som følge af ændring af Den Særlige Pensionsopsparing.,0,40,4093,5,28,5,,202,202,,2002,5/28/2002
341,2001,12,1208,Om indberetningspligten ved mistanke om vold mod børn,0,40,4090,5,28,5,,1208,1208,,2002,5/28/2002
340,2001,13,1302,Om lovforslag om aktiv socialpolitik og integrationslovens sammenhæng med bekæmpelse af fattigdom og udstødelse.,1,40,4089,5,28,5,,1302,1302,,2002,5/28/2002
342,2001,13,1300,Om nedskæringer på det sociale område i amter og kommuner,0,40,4091,5,28,5,,1300,1300,,2002,5/28/2002
329,2001,2,207,Om at forbyde foreningen Hizb-ut-Tahrir,0,40,4088,6,28,5,,207,207,,2002,5/28/2002
413,2002,9,900,Om lovforslag vedrørende sprogcentre,0,41,4105,32,2,10,,900,230,,2002,10/2/2002
410,2002,9,900,Om fravær på sprogcentrene,0,41,4102,32,2,10,,900,230,,2002,10/2/2002
411,2002,9,900,Om journalistuddannelse for nydanskere,0,41,4103,32,2,10,,900,230,,2002,10/2/2002
414,2002,9,900,Om afslag på opholdstilladelse til tyrkisk kvinde efter de nye familiesammenføringsregler,0,41,4106,32,2,10,,900,230,,2002,10/2/2002
394,2002,19,1910,Om danske EU-forbehold og indflydelse på en kommende regeringskonference.,1,41,4101,27,2,10,,1910,1910,,2002,10/2/2002
412,2002,9,900,Om virksomhedspraktikpladser til udlændinge i aktivering,0,41,4104,32,2,10,,900,230,,2002,10/2/2002
450,2002,20,2001,Om den kommunale udligningsreform,0,41,4109,1,9,10,,2016,2016,,2002,10/9/2002
449,2002,19,1910,Om målet for forhandlingerne i EU-konventet om en ny traktat,1,41,4108,1,9,10,,1910,1910,,2002,10/9/2002
448,2002,20,2001,Om nedsættelsen af den nye strukturkommission,0,41,4107,1,9,10,,2016,2016,,2002,10/9/2002
406,2002,20,2001,Om den kommunale udligningsreform,0,41,4110,7,9,10,,2016,2016,,2002,10/9/2002
453,2002,20,2001,Om skattestoppet og det kommunale selvstyre,0,41,4113,1,23,10,,2016,2016,,2002,10/23/2002
451,2002,10,1001,Om afskaffelse af statstilskuddet til takstnedsættelser i den kollektive trafik,0,41,4111,1,23,10,,1001,1001,,2002,10/23/2002
513,2002,19,1910,Om cypernspørgsmålet under det danske EU-formandskab,1,41,4114,2,23,10,,1913,1913,,2002,10/23/2002
452,2002,14,1401,Om EU-aftaler om ejerskab af danske sommerhuse,1,41,4112,1,23,10,,1411,1411,,2002,10/23/2002
396,2002,13,1303,Om administration i forbindelse med beskatning af pensionister,0,41,4116,3,6,11,,1303,1303,,2002,11/6/2002
395,2002,8,802,Om deponering af provenuet ved salg af elværker,0,41,4115,3,6,11,,802,802,,2002,11/6/2002
418,2002,19,1921,Om udlevering af anholdt tjetjener til Rusland,0,41,4117,6,6,11,,1908,1908,,2002,11/6/2002
419,2002,19,1921,Om de russiske anklager imod arresteret tjetjener,0,41,4118,6,6,11,,1908,1908,,2002,11/6/2002
422,2002,12,1209,Om at legalisere peberspraydåser,0,41,4124,6,13,11,,1209,1209,,2002,11/13/2002
455,2002,19,1921,Om attitude over for den russiske præsident ved EU-topmøde,0,41,4120,1,13,11,,1908,1908,,2002,11/13/2002
420,2002,19,1921,Om retstilstanden i forbindelse med fortsat fængsling af tjetjeneren Sakajev,0,41,4122,6,13,11,,1908,1908,,2002,11/13/2002
454,2002,20,2001,Om indgreb over for Vestsjællands Amt som følge af skattestigning,0,41,4119,1,13,11,,2016,2016,,2002,11/13/2002
456,2002,20,2011,Om udvidelse af kredsen af partier omkring satsreguleringsaftalen,0,41,4121,1,13,11,,2011,2011,,2002,11/13/2002
421,2002,9,900,Om omskæring af piger,0,41,4123,6,13,11,,900,230,,2002,11/13/2002
517,2002,9,900,Om opsøgende arbejde på muslimske skoler for at forebygge kvindelig omskæring,0,41,4129,15,20,11,,900,230,,2002,11/20/2002
516,2002,6,602,Om folkeskoleforligets bindende trinmål,0,41,4128,15,20,11,,602,602,,2002,11/20/2002
518,2002,9,900,Om tilsyn på muslimske skoler for at dæmme op for kvindelig omskæring,0,41,4130,15,20,11,,900,230,,2002,11/20/2002
457,2002,1,107,Om finansredegørelsen anviser midler til skattelettelser fra 2004,0,41,4125,1,20,11,,107,107,,2002,11/20/2002
459,2002,19,1910,Om optagelse af Tyrkiet i EU,1,41,4127,1,20,11,,1910,1910,,2002,11/20/2002
458,2002,16,1602,Om missilforsvarsprojektet,0,41,4126,1,20,11,,1602,1602,,2002,11/20/2002
460,2002,4,402,Om landbrugsstøtte til bomuldsproduktion i EU,1,41,4131,1,27,11,,402,402,,2002,11/27/2002
415,2002,2,201,Om at undgå diskrimination af mindretal i medlemslandene efter udvidelse af EU,1,41,4135,32,27,11,,201,201,,2002,11/27/2002
416,2002,9,900,Om afgørelse af asylsager på grundlag af tolkefejl,0,41,4136,32,27,11,,900,230,,2002,11/27/2002
463,2002,1,105,Om udskydelse af afdrag på statsgælden,0,41,4134,1,27,11,,105,105,,2002,11/27/2002
462,2002,20,2004,Om fyringer af offentligt ansatte for at sikre skattelettelser,0,41,4133,1,27,11,,2004,2004,,2002,11/27/2002
461,2002,12,1201,Om sammenlægning af politikredse og retskredse,0,41,4132,1,27,11,,1201,1201,,2002,11/27/2002
442,2002,13,1302,"Om forsørgelseshjælp til mennesker, der ikke kan få førtidspension",0,41,4137,5,4,12,,1302,1302,,2002,12/4/2002
407,2002,3,332,Om nedfrysning af befrugtede æg,0,41,4138,7,4,12,,332,332,,2002,12/4/2002
464,2002,1,103,Om stigende arbejdsløshed,0,41,4139,1,7,1,,103,103,,2003,1/7/2003
466,2002,19,1900,Om spareplaner inden for Udenrigsministeriets om,0,41,4141,1,7,1,,1900,1900,,2003,1/7/2003
465,2002,12,1202,Om bekæmpelse af rockerkriminalitet,0,41,4140,1,7,1,,1202,1202,,2003,1/7/2003
467,2002,5,502,Om brugerbetaling på voksenuddannelse,0,41,4142,1,7,1,,502,502,,2003,1/7/2003
469,2002,21,2105,Om bloktilskuddet til Grønland,0,41,4144,1,14,1,,2105,2105,,2003,1/14/2003
430,2002,7,701,"Om de vandrør, der anvendes i vandforsyningen",0,41,4149,9,14,1,,701,701,,2003,1/14/2003
471,2002,21,2105,Om bloktilskuddet til Grønland,0,41,4146,1,14,1,,2105,2105,,2003,1/14/2003
470,2002,5,504,Om lovforslag om eksklusivaftaler,0,41,4145,1,14,1,,504,504,,2003,1/14/2003
468,2002,8,801,Om lukning af Barsebäckværket,0,41,4143,1,14,1,,801,801,,2003,1/14/2003
473,2002,20,2007,Om udbud af kommunale tilkøbsydelser,0,41,4148,1,14,1,,2007,2007,,2003,1/14/2003
472,2002,3,343,Om kommunale sundhedsrum til stofmisbrugere,0,41,4147,1,14,1,,343,343,,2003,1/14/2003
431,2002,8,801,Om svensk energiforsyning og lukning af Barsebäckværket,0,41,4150,9,14,1,,801,801,,2003,1/14/2003
474,2002,20,2012,Om udskrivning af valg,0,41,4151,1,21,1,,2012,2012,,2003,1/21/2003
447,2002,13,1308,Om forældrebetalingen i kommunale daginstitutioner,0,41,4158,5,21,1,,1308,1308,,2003,1/21/2003
444,2002,2,202,Om ministeriets kampagne mod kvindehandel,0,41,4155,5,21,1,,202,202,,2003,1/21/2003
443,2002,13,1302,Om stigende fattigdom,0,41,4154,5,21,1,,1302,1302,,2003,1/21/2003
475,2002,16,1619,Om krig mod Irak,0,41,4152,1,21,1,,1619,1619,,2003,1/21/2003
476,2002,6,602,Om kommunale udgifter til folkeskolen,0,41,4153,1,21,1,,602,602,,2003,1/21/2003
445,2002,2,202,Om instrukser for udsendte i statens tjeneste med hensyn til benyttelse af prostituerede,0,41,4156,5,21,1,,202,202,,2003,1/21/2003
446,2002,13,1304,Om tilbagebetaling af pension ved dødsfald,0,41,4157,5,21,1,,1304,1304,,2003,1/21/2003
479,2002,13,1308,Om børnechecken,0,41,4161,1,28,1,,1308,1308,,2003,1/28/2003
478,2002,16,1619,Om FN's våbeninspektørers rapport er grundlag for at indlede en krig mod Irak,0,41,4160,1,28,1,,1619,1619,,2003,1/28/2003
